Datum;Dan u tj.;Doručak;Doručak (kcal);Ručak;Ručak (kcal);Večera;Večera (kcal);Ukupno;Potrošio;Aktivnost;Aktivnost (kcal);Tjelesna masa (kg)
2020-06-20;SUB;2x topli sendvič (salama, margo, sir);750.0;1x sendvič (salama, sirić);260.0;2x tanjura paprikaša + kobasica + sir + kruh;2220.0;3230;2000;;;
2020-06-21;NED;Kobasica + sir + 3x šnite kruha;990.0;Čufte + krumpir;1170.0;Kobasica + sir + 3x šnite kruha;880.0;3040;2000;;;
2020-06-22;PON;Pohani kruh (salama, sir);900.0;2x Burgera s ćuftama;1080.0;Kobasica + sir + 3x šnite kruha + sok od jab.;1110.0;3090;2000;;;
2020-06-23;UTO;Kiflice s kobasicom + sok od jabuke (100%);1030.0;Kiflice od kobasice + ribice;1110.0;2x sendvič (kobasica, pašteta) + ribice;1040.0;3180;2000;;;
2020-06-24;SRI;2x sendvič (kobasica, pašteta) + ribice;950.0;Zabatci + pomfrit;1350.0;2x sendvič (kobasica, pašteta) ;750.0;3050;2000;;;
2020-06-25;ČET;2x sendvič (kobasica, pašteta) ;1285.0;Hrenovke + riža;400.0;Brusketi + kulen;1390.0;3075;2000;;;
2020-06-26;PET;2x sendvič (salama, sirić) + party mix;940.0;2,5x faširanca + mahune + kruh;870.0;2x sendvič (faširanac, sirić, ketchup);880.0;2690;2000;;;
2020-06-27;SUB;2x sendvič (faširanac, sirić, ketchup);720.0;Kajgano + salama + pecivo;590.0;17x mini kiflica;1440.0;2750;2000;;;
2020-06-28;NED;2x sendvič (salama, sirić, ketchup);620.0;Čobanac + kurh;775.0;2x sendvič (salama, sirić, ketchup);620.0;2015;2000;;;
2020-06-29;PON;2x sendvič (salama, sirić, ketchup) + 3s topli send.;1460.0;Čobanac + tijesto;970.0;3x sendvič (pašteta);800.0;3230;2000;;;
2020-06-30;UTO;2x sendvič (salama, sirić, ketchup) + 2x sendvič;1155.0;Roštiljke + vrhnje + kruh;730.0;2x sendvič (salama, sirić, ketchup);620.0;2505;2000;;;
2020-07-01;SRI;3x sendvič (salama, sirić, ketchup);930.0;Burek od sira;700.0;2x trokut pizza + smoki (75g) + 2x sendvič;1540.0;3170;2000;;;
2020-07-02;ČET;3x sendvič (salama, sirić, ketchup) + smoki (75g);1320.0;B. meso + pomfrit + crvena juha;1070.0;Pizza;1350.0;3740;2000;;;
2020-07-03;PET;4x trokut pizza;1100.0;2x tanjura čili kon karne;960.0;Smoki + 2x sendvič (sirić, salama);1210.0;3270;2000;;;
2020-07-04;SUB;2x sendvič (pikant pašteta, salama, ketchup);720.0;B.meso + pomfrit;1100.0;2x sendvič (b.meso + sir, ketchup);970.0;2790;2000;;;
2020-07-05;NED;2x sendvič (pikant pašteta, salama, ketchup);720.0;12x Ćevapi + 2x lepinja;1355.0;2x sendvič (salama, sirić, ketchup) + smoki ;900.0;2975;2000;;;
2020-07-06;PON;3x sendvič (salama, sirić, ketchup);930.0;Grah i svinj. Vrat + hrenovke (kruh i ketchup);1230.0;Smoki;415.0;2575;2000;;;
2020-07-07;UTO;3x sendvič (salama, sirić, ketchup);930.0;Smoki + burek;1215.0;2x sendvič (salama, margo, sir);1000.0;3145;2000;;;
2020-07-08;SRI;3x sendvič (salama, margo, sir);1500.0;B.meso + riža;490.0;ribice (50g) + 3x topli sendvič;1025.0;3015;2000;;;
2020-07-09;ČET;3x kifle + malo salaane;725.0;1.5x tanjura krumpir tijesta;1100.0;1x tanjur krumpir tijesta 1x kifla;900.0;2725;2000;;;
2020-07-10;PET;2x sendvič (salama, sirić, ketchup);1140.0;Zabatci i krumpir;955.0;Kruh (pašteta) + mlijeko;910.0;3005;2000;;;
2020-07-11;SUB;4x šnite kruha (pašteta);480.0;Juha + kajgano + ribice;1130.0;9x kiflica + salama;1100.0;2710;2000;;;
2020-07-12;NED;5x kiflica + salama;750.0;2x Faširanci + pire + šnita kruha;490.0;3x sendvič (faširanac, sirić, ketchup);1410.0;2650;2000;;;
2020-07-13;PON;3x pohana kruha (salama);1015.0;Pizza;1350.0;2x sendvič (salama, sirić, ketchup);620.0;2985;2000;;;
2020-07-14;UTO;2x sendvič (čajna, pašteta, ketchup) +2x banana;1000.0;3x ćufte + 3x šnite kruha;765.0;2s sendvič (ćufta, sirić);660.0;2425;2000;;;
2020-07-15;SRI;2x sendvič (ćufta, sirić) +4x mini peciva;1230.0;B.meso + riža;590.0;5x peciva (pašteta);1025.0;2845;2000;;;
2020-07-16;ČET;2x topli sendvič + banana;790.0;B.meso + kroketi;1080.0;Palačinke s ketchupom + štapići;760.0;2630;2000;;;
2020-07-17;PET;3x topli sendvič;1200.0;3x mini kiflice + ćevapi + lepinja;1380.0;8x mini kiflice + čajna + palačinke;1360.0;3940;2000;;;
2020-07-18;SUB;4x mini kiflice + čajna + 2x šnite kruha;1240.0;B.meso + riža + kikiriki;870.0;4x šnite kruha (b.meso, sirić, ketchup);720.0;2830;2000;;;
2020-07-19;NED;2x sendvič + banana + smoki;1030.0;3x tortille;1485.0;2x tortille ;1090.0;3605;2000;;;
2020-07-20;PON;2x sendvič (čajna, sirić, ketchup);680.0;3x tortille;1485.0;Banana + 2x topli sendvič + štapići;1105.0;3270;2000;;;
2020-07-21;UTO;2x sendvič (čajna, sirić, ketchup);680.0;Zabatci + pire;775.0;3x sendvič (čajna, sirić, ketchup);1020.0;2475;2000;;;
2020-07-22;SRI;2x sendvič (salama, sirić, ketchup);620.0;B.meso + kroketi + juha;1200.0;2x sendvič (salama, sirić, ketchup) + kroketi;780.0;2600;2000;;;
2020-07-23;ČET;2x sendvič (salama, sirić, ketchup);620.0;B.meso + kroketi + kuglice;1410.0;3x sendvič (salama, sirić, ketchup) ;930.0;2960;2000;;;
2020-07-24;PET;3x topla sendviča;1200.0;1x tanjur paprikaša;760.0;2x sendvič (salama, pašteta, ketchup) + kugl.;1170.0;3130;2000;;;
2020-07-25;SUB;2x sendvič (salama, pašteta, ketchup) + šnita kruha;1250.0;1x tanjur graha + šnita kruha;625.0;2x šnite kruha (salama, pašteta, ketchup);830.0;2705;2000;;;
2020-07-26;NED;2x sendvič (salama, sirić, ketchup);620.0;Mljeveno meso + krupmir;995.0;2x sendvič (mlj, meso, sirić, ketchup);660.0;2275;2000;;;
2020-07-27;PON;2x trokut pizza + 1x sendvič;860.0;1.5 tanjur graha + 2x šnite kruha;950.0;2x sendvič (salama, sirić, ketchup);620.0;2430;2000;;;
2020-07-28;UTO;2x sendvič (salama, sirić, ketchup) + ribice;890.0;Zabatci + riža + štapići + sendvič;920.0;2x sendvič (salama, sirić, ketchup);650.0;2460;2000;;;
2020-07-29;SRI;4x šnite pohanog kruha + salama;1300.0;6x stromboli;1000.0;4x stromboli;600.0;2900;2000;;;
2020-07-30;ČET;2x topli sendvič;850.0;2x stromboli + b.meso + pire + juha;1110.0;10x stromboli;1640.0;3600;2000;;;
2020-07-31;PET;4x stromboli + ribice;935.0;b.meso + sir;850.0;2x sendvič + štapići + kuglice;1035.0;2820;2000;;;
2020-08-01;SUB;2x trokut pizze;550.0;3x tanjur špageta ;1980.0;2x sendvič (kobasica, sirić);720.0;3250;2000;;;
2020-08-02;NED;2x sendvič (kobasica, sirić, sir);920.0;Zabatci + pomfrit + ketchup ;1350.0;2x sendvič (kobasica, sirić);720.0;2990;2000;;;
2020-08-03;PON;6x lisnato s nečim;860.0;Pureće b.meso + riža;600.0;2x sendvič (b.meso, sirić, ketchup) + 1x send.;1000.0;2460;2000;;;
2020-08-04;UTO;2x sendvič (b.meso, sirić, ketchup);640.0;2x mahune s mljevenim;1290.0;Ribice + 2x sendvič + ribice;1440.0;3370;2000;;;
2020-08-05;SRI;7x pužića + 3x šnita kruha (sirić, kobasica) + jogurt;1015.0;Smoki + kajgano sa šunkaricom + jogurt;1215.0;2x topla sendviča + jogurt + ribice;1215.0;3445;2000;;;
2020-08-06;ČET;2x sendvič (šunkarica, sirić, ketchup);580.0;2x tanjura chilli con carne;1100.0;Čips + 1x tanjur chilli con carne;930.0;2610;2000;;;
2020-08-07;PET;2x sendvič (šunkarica, sirić, ketchup) + palačinka;730.0;1x tanjur chilli con carne;825.0;5x komada pizze + 4x palačinke;1650.0;3205;2000;;;
2020-08-08;SUB;2x sendvič (kulen, sirić, ketchup);720.0;Smoki +3x tortille;1825.0;2x tortille ;970.0;3515;2000;;;
2020-08-09;NED;3x tortille ;1455.0;Malo b.mesa + pire;360.0;Smoki + 4x šnite krugha + krekeri;1280.0;3095;2000;;;
2020-08-10;PON;4x šnite kruha (sirić, kulen);820.0;2x šnite kruha + jogurt;650.0;Zabatci + kroketi + jogurt + smoki;1120.0;2590;2000;;;
2020-08-11;UTO;2x sendvič + jogurt + smoki;1225.0;Burek (b.meso);800.0;Smoki + 2x sendvič (sirić, salama, ketchup);890.0;2915;2000;;;
2020-08-12;SRI;Burek (b.meso);800.0;Sendvič + krekeri;640.0;B. meso  + riža + 2x sendvič;1030.0;2470;2000;;;
2020-08-13;ČET;4x sendvič (b. meso, sirić, kethup);1120.0;2x Ćufte + 2x kruha;510.0;2x ćufte sendvi + dovpek + kobasica;920.0;2550;2000;;;
2020-08-14;PET;2x ćufte sendvič;550.0;2x Ćufte + 2x kruha + 2x šnite kruha ;840.0;pomfrit + kuglice + 2x sendvič;1380.0;2770;2000;;;
2020-08-15;SUB;2x sendvič (sirić, salama, ketchup) + kuglice;840.0;Kobasica + vrhnje + 2x šnite kruha + 1/2 tuc;1090.0;2s sendvič + petit + mlijeko + 1/2 tuc;990.0;2920;2000;;;
2020-08-16;NED;Pohani kruh + salama;1250.0;B. meso + pire + 4x kiflice;1210.0;Sendvič (b.meso, sirić, ketchup) + 7x kiflica;1185.0;3645;2000;;;
2020-08-17;PON;2x sendvič (sirić, salama, ketchup) + 2x kiflice;870.0;2x sendvič (b.meso, sirić, ketchup) + 2x kiflice;1030.0;3x šnite kruha (salama, sirić, ketchup);780.0;2680;2000;;;
2020-08-18;UTO;2x perec + pašteta;760.0;2x cedevita + pizza;1470.0;/;0.0;2230;2000;;;
2020-08-19;SRI;3 lepinjice + kuglice;990.0;1x tanjur krumpir-tijesta;660.0;2x sendvič + 0.5x tanjura krumpir-tijesta;950.0;2600;2000;;;
2020-08-20;ČET;2x sendvič + topli sendvič + pola čaše mlijeka;1085.0;4x petit + 3x pohano b.meso + ketchup;910.0;2x sendvič (b.meso, sirić, ketchup) + 1/2 tuc;860.0;2855;2000;;;
2020-08-21;PET;2x sendvič (b.meso, sirić, ketchup) + 4x petit;1350.0;B.meso + vrhnje + 2x šnite kruha;785.0;Krekeri (50g) + 2x sendvič + Krekeri (50g);1110.0;3245;2000;;;
2020-08-22;SUB;2x sendvič (sirić, salama, ketchup) + krekeri (60g);920.0;2x mahune s mljevenim;1150.0;2x sendvič + 2x sendvič + party mix (60g);1440.0;3510;2000;;;
2020-08-23;NED;2x sendvič (sirić, čajna, ketchup);620.0;4x faširanca + pire;900.0;2x sendvič + party mix (60g);860.0;2380;2000;;;
2020-08-24;PON;5x šnita kruha (s.p.č.k) + party mix (60g);1190.0;Kroketi + mljeveno + party mix (60g);1030.0;2x sendvič (sirić, salama, ketchup);620.0;2840;2000;;;
2020-08-25;UTO;2x sendvič + 1x topli sendvič;1040.0;b.meso s rajčicom + riža;610.0;2x sendvič (sir, b.meso, kroket, ketchup);1000.0;2650;2000;;;
2020-08-26;SRI;2x topli sendvič + 1x sendvič;1120.0;Varivo s kobasicom + 3x šnite kruha;750.0;2x sendvič + pecivo sa sirom;920.0;2790;2000;;;
2020-08-27;ČET;3x sendvič (sirić, salama, ketchup);930.0;1x peciva sa margom;400.0;Pizza;1350.0;2680;2000;;;
2020-08-28;PET;6x komada pizza kruha;1200.0;1.5x tanjur špageta;1020.0;4x komada jumbo pizze;840.0;3060;2000;;;
2020-08-29;SUB;1x pecivo (sir) + vrhnje;570.0;Juha + b. meso + vrhnje;895.0;1x pecivo + 2x tost sa sirom;990.0;2455;2000;;;
2020-08-30;NED;3x sendvič (salama, sirić, ketchup);930.0;Crvena juha + krumpir + svinjski but + kruh;740.0;4x sendvič (salama, sirić, ketchup);1240.0;2910;2000;;;
2020-08-31;PON;2x sendvič (salama, sirić, ketchup);620.0;Kukurzni muffin + kajgano + pecivo;840.0;2x sendvič (salama, sirić, ketchup) +2x šnite;1090.0;2550;2000;;;
2020-09-01;UTO;3x kifle sa salamom + 2x kiflice;1150.0;Kobasica + krumpir-tijesto;925.0;čips + kokice;800.0;2875;2000;;;
2020-09-02;SRI;2.5 kifle +2x sendvič (čajna, sirić, ketchup);995.0;Burek + jogurt + 0.5x tanjura krumpir-tijesta;1350.0;2x sendvič (čajna, pašteta, ketchup);700.0;3045;2000;;;
2020-09-03;ČET;2x sendvič (čajna, sirić, ketchup) + 1x sendvič;930.0;Kuglice + b.meso + riža + kruh;990.0;Kuglice + 2x sendvič (salama, sirić sir);960.0;2880;2000;;;
2020-09-04;PET;3x šnite kruha (salama, sirić, ketchup) + kuglice;880.0;Zabatci (otkošteni) + kroketi;890.0;3x kroketi + 5 brusketa (na kruhu);1555.0;3325;2000;;;
2020-09-05;SUB;3x šnite kruha (salama, pašteta, ketchup) ;660.0;Pizza (sekundarni sastojci);1450.0;2x topli sendvič + kuglice;1020.0;3130;2000;;;
2020-09-06;NED;2x sendvič (salama, sirić, ketchup) + kuglice;850.0;Pizza (od jučer) + kuglice;1260.0;2x sendvič (sal, sirić/margo, ketch) + banana;840.0;2950;2000;;;
2020-09-07;PON;2x + 2x sendvič (salama, sirić, ketchup);1240.0;2x Faširanci + grašak + 1/2 tuc;800.0;2x sendvič (faširanac, sirić, ketch.) + smoki;980.0;3020;2000;;;
2020-09-08;UTO;1x sendvič (faširanac, sirić, ketch.;370.0;Kajgano + faširanac + pecivo (+ malo sirića);690.0;Kobasica + vrhnje + kruh + 2x send. + smoki;1795.0;2855;2000;;;
2020-09-09;SRI;2x sendvič (salama, sirić, ketchup) + 1/2 tuc;860.0;1x tanjur gulaša  + 1/2 tuc;860.0;2x + 1x sendvič (salama, sirić, ketch./m.luk);930.0;2650;2000;;;
2020-09-10;ČET;3x sendvič (salama, sirić, ketchup, m.luk);1020.0;1x tanjur gulaša + šnita kruha + 1/2 tuc;815.0;3x sendvič (salama, sirić, ketchup, m.luk);930.0;2765;2000;;;
2020-09-11;PET;5x šnita kruha (salama, siirć, m. luk) ;990.0;smoki + tanjur graha + 2 šnite kruha;760.0;2x topli sendvič + smoki;1140.0;2890;2000;;;
2020-09-12;SUB;2x slanca (sirić, salama, ketchup) + 1x slanac;845.0;B.meso + ketchup + 3x šnite kruha;740.0;jogurt + 2x topla sendviča + 1/2 tuc;1465.0;3050;2000;;;
2020-09-13;NED;2x troukut pizza + 1/2 tuc  + 1x sendvič;1030.0;B. meso (na kockice) + pire + juha;800.0;1/2 tuc + jogurt + kokice;1060.0;2890;2000;;;
2020-09-14;PON;2x sendvič (sirić, b.meso, ketchup);680.0;B. meso + korketi;985.0;1/2 tuc + 2x slanca (pašteta) + kokice;1430.0;3095;2000;;;
2020-09-15;UTO;2x sendvič (sirić, salama, ketchup);620.0;BBQ piletina + riža + juha;930.0;2x sendvič (margo, BBQ, ketch) + 1/2 tuc;960.0;2510;2000;;;
2020-09-16;SRI;1x velika kifla (pašteta, salama, ketchup) + kokice;1265.0;2x tanjura špageta;1320.0;2x sendvič (sirić, salama, ketchup);620.0;3205;2000;;;
2020-09-17;ČET;2x sendvič (sirić, salama, ketchup);620.0;1/2x kobasica + pire + kruh;510.0;9x plazma + mlijeko + 2x sendvič + smoki;1300.0;2430;2000;;;
2020-09-18;PET;2x sendvič (sirić, salama, ketchup) + smoki;860.0;Pohani zabatci + grašak + pecivo;810.0;2x sendvič (sirić, salama, ketchup) + kokice;860.0;2530;2000;;;
2020-09-19;SUB;2x sendvič (sirić, salama, ketchup);620.0;Pohani zabatak + riža + pecivo;625.0;10x kiflica + sir + kobasica + šunkarica;1690.0;2935;2000;;;
2020-09-20;NED;2x peciva (pašteta);550.0;2x tanjura paprikaša;1320.0;2x peciva + vic krekeri;1010.0;2880;2000;;;
2020-09-21;PON;Pohani kruh + salama;1000.0;1.5x tanjur paprikaša (19:30);990.0;2x sendvič (s.s.k) + kuglice;750.0;2740;2000;;;
2020-09-22;UTO;2x sendvič (s.s.k) + vic krekeri;1010.0;1.5x tanjur krumpir-tijesta;900.0;2x sendvič (s.s.k) + malo krumpir-tijesta;1020.0;2930;2000;;;
2020-09-23;SRI;2x sendvič (s.s.k) + 1/2 tuc;960.0;3x pohana b. meso + ketchup;840.0;1/2 tuc + 2x sendvič (s.s.k) + kikiriki;1210.0;3010;2000;;;
2020-09-24;ČET;2x sendvič (s.s.k);620.0;2x sendvič (b.meso, sirić, ketchup);720.0;2x +2x sendvič (b.m.s.k) + vic krek.;1730.0;3070;2000;;;
2020-09-25;PET;3x kifle (s.s.k) + 2x kifla;1105.0;1x šnicla od kruha + vrhnje + kifla;625.0;3x kifle (s.s.k) + 2x kifla + jabuka;1195.0;2925;2000;;;
2020-09-26;SUB;3x sendvič (s.s.k);930.0;Zabattci (otkošteni) + ketchup + pecivo;720.0;1x send. (z.s.k) + 2x send. (s.s.k) + čaj + jab.;1190.0;2840;2000;;;
2020-09-27;NED;3x sendvič (s.s.k);930.0;Juha + BBQ piletina + pire;1250.0;2x sendvič (sirić, salama) + jabuka;820.0;3000;2000;;;
2020-09-28;PON;3x topla sendviča (margo, salama) + petit keksi;1220.0;Burek (sir);700.0;2x +1x sendvič (s.s.k);930.0;2850;2000;;;
2020-09-29;UTO;3x sendviča (s.s.k);930.0;juha + 2x faširanca + riža;670.0;2x sendvič (faširanac, sirić, ketchup);740.0;2340;2000;;;
2020-09-30;SRI;3x sendviča (s.s.k);930.0;tanjur graha + 3x šnite kurha;575.0;3x kiflice (faširanci) + 3x kiflice;930.0;2435;2000;;;
2020-10-01;ČET;2x kiflice (faširanci) + 2x kiflice;620.0;2x tanjura graha s tijestom;1240.0;2x sendviča (s.s.k);620.0;2480;2000;;;
2020-10-02;PET;2x topla sendviča + 1/2 tuc;890.0;B.meso u soja sosu + kroketi;965.0;12x mini pereci;720.0;2575;2000;;;
2020-10-03;SUB;2x topla sendviča + 4x mini pereca;1070.0;Pizza;1350.0;2x sendviča (s.s.k);620.0;3040;2000;;;
2020-10-04;NED;2x sendvič (č.s.k);620.0;Komad svinjskog vrata + pire + kruh;620.0;2x sendvič (č.s.k) + 2x sendvič (s.s.k);1240.0;2480;2000;;;
2020-10-05;PON;2x topla sendviča + 2x sendvič (s.s.k);1420.0;Musaka od poriluka;480.0;2x sendvič (č.s.k);620.0;2520;2000;;;
2020-10-06;UTO;2x sendvič (č.s.k) +2x peciva (pašteta);1125.0;B.meso + riža s graškom;600.0;jogurt + 2x topla sendviča + kokice;1540.0;3265;2000;;;
2020-10-07;SRI;1x sendvič (b.m.s.k) + kokice;870.0;B.meso + ketchup + 2x šnite kruha + jogurt;1005.0;3x šnite kruha (pašteta);525.0;2400;2000;;;
2020-10-08;ČET;2x topli sendvič + 2x sendvič (s.p.k);1320.0;Jogurt + kajgano sa salamom + kruh;840.0;2x sendvič (k.s.k.) + kokice;1090.0;3250;2000;;;
2020-10-09;PET;2x peciva (pašteta) + kuglice;870.0;1,5x tanjur granatira;990.0;2x sendvič (č.s.k);650.0;2510;2000;;;
2020-10-10;SUB;2x trokut pizze + 4x kifle;980.0;3x poh. b.mesa u kronfleksu + riža + juha;900.0;malo granatira + 2x sendviča (b.m.s.k);1210.0;3090;2000;;;
2020-10-11;NED;2x sendviča (s.s.l.k);680.0;3x tortille;1455.0;2x tortille ;970.0;3105;2000;;;
2020-10-12;PON;2x sendviča (s.s.l.k);680.0;3x tortille;1455.0;1x lepinja (s.s.k) + 1/2 tuc;920.0;3055;2000;;;
2020-10-13;UTO;2x sendviča (kobasica, sirić);680.0;BBQ piletina + kroketi;1140.0;2x sendvič (pašteta, kobasica);800.0;2620;2000;;;
2020-10-14;SRI;2x sendvič (s.s.k) + kuglice;880.0;Kajgano sa salamom + 3x lepinjice;840.0;8x kfilica + salama;1200.0;2920;2000;;;
2020-10-15;ČET;6x kiflice;750.0;Burek + jogurt;910.0;4x komada jumbo pizze;800.0;2460;2000;;;
2020-10-16;PET;Ostaci bureka + 2x trokut pizze;880.0;Pohano b.meso + ketchup;720.0;2x sendvič (b.m.s.k);700.0;2300;2000;;;
2020-10-17;SUB;3x sendvič (salama, pašteta);975.0;5x palačinke s ketchupom;830.0;4x komada jumbo pizze;800.0;2605;2000;;;
2020-10-18;NED;2x sendvič (čajna, sirić);560.0;Pizza;1550.0;/;0.0;2110;2000;;;
2020-10-19;PON;2x sendvič (čajna, sirić);560.0;2x tanjura paprikaša;1320.0;2x sendvič (čajna, sirić);560.0;2440;2000;;;
2020-10-20;UTO;2x sendvič (čajna/salama, sirić);590.0;1/2 cijelog strombola;800.0;1/2 cijelog strombola;800.0;2190;2000;;;
2020-10-21;SRI;2x sendviča (s.s.k) + 8 petita;960.0;1,5x tanjura špageta;990.0;1x tanjur špageta;1320.0;3270;2000;;;
2020-10-22;ČET;1x štapić + 3x punjene kiflice;825.0;Bombay masala (piletina, riža, krumpir);660.0;2x punjene kiflice + 2x štapića (pašteta);1085.0;2570;2000;;;
2020-10-23;PET;2x sendviča (s.s.k) ;680.0;restani krumpir + b. meso u kronfleksu;780.0;2x sendvič (b.m.s.k) + kokice;1130.0;2590;2000;;;
2020-10-24;SUB;4x mala hot doga;840.0;2x hrenovke + sos + malo pirea;480.0;2x sendvič (s.s.k);620.0;1940;2000;;;
2020-10-25;NED;2x topla sendviča + mali hot dog;1045.0;B. meso iz rerne + 2x kroketa;800.0;2x sendvič (s.s.k) + kuglice + 1x send. (s.s.k);1190.0;3035;2000;;;
2020-10-26;PON;2x sendvič (s.s.k) + 1x kifla;820.0; 2x t. send. + kugl. + b.m. + ketch. + 3x kruh;1455.0;2x sendvič (s.s.k) + smoki;1060.0;3335;2000;;;
2020-10-27;UTO;2x sendvič (s.s.k) + 2x sendvič (s.s.k);1240.0;smoki + b.meso na kockice + riža s graškom;990.0;2x sendvič (s.s.k);620.0;2850;2000;;;
2020-10-28;SRI;2x sendvič (b.m.s.k) + smoki + banana;1270.0;3x pohana kruh (pizze);975.0;2x sendvič (s.s.k);620.0;2865;2000;;;
2020-10-29;ČET;2x sendvič (s.s.k) + 2x sendvič (s.s.k);1335.0;2x komada bureka;1100.0;2x sendvič (s.s.k);620.0;3055;2000;;;
2020-10-30;PET;Komad bureka + 2x sendvič (s.s.k);1170.0;tanjur graha + 1,5x velika šnita kruha;550.0;1x veliki sendvič (p.s.k) + kokice;1000.0;2720;2000;;;
2020-10-31;SUB;5x kiflica (sir) + malo salame;1200.0;3/4 pizze;1020.0;2x topla sendviča + čips;1010.0;3230;2000;;;
2020-11-01;NED;8 komada pohanog kruha + salama;1000.0;zabatci + 2x lepinjice + ketchup;740.0;2x kiflice;400.0;2140;2000;;;
2020-11-02;PON;2x sendvič (p.s.k) + štapići;985.0;2x tanjura graha s tijestom;1320.0;3x komada jumbo pizze;600.0;2905;2000;;;
2020-11-03;UTO;2x sendvič (s.s.k) + 2x sendvič (s.s.k);1240.0;B.meso na grillu + pire;660.0;2x topli sendviča + 2x sendviča (b.m.s.k);1480.0;3380;2000;;;
2020-11-04;SRI;8 kiflica + kulenova seka;1240.0;1x porcija lazanja;640.0;1x porcija lazanja;640.0;2520;2000;;;
2020-11-05;ČET;2x sendvič (s.s.k);620.0;2x kobasice + 2x d. kroketa + 1x sendvič;1265.0;Čips;765.0;2650;2000;;;
2020-11-06;PET;2x sendvič (p.k.k) + kiflica + musli;1170.0;B. meso na kockie + riža;750.0;2x sendvič (b.m.s.k);720.0;2640;2000;;;
2020-11-07;SUB;1x sendvič (b.m.s.k) + 4x kiflice + 1x kiflica;985.0;Paprikaš + 2x šnite kruha;660.0;9x kiflica + pašteta + mladi luk;1395.0;3040;2000;;;
2020-11-08;NED;2x peciva (pašteta, maldi luk) + 1/2 tuc;850.0;Pizza;1350.0;2x šnite kruha (šunkarica, siirć, ketchup);500.0;2700;2000;;;
2020-11-09;PON;2x sendvič (š.s.k);560.0;2x faširanca + vrhnje + 3x šnite kurha;680.0;2x sendvič (f.s.k.m.l) + 2x sendvič (f.s.k);1710.0;2950;2000;;;
2020-11-10;UTO;2x sendvič (š.s.k);560.0;5x lisnato s hrenovkom + 3x lisnato s h.;1760.0;2x sendvč (s.s.k);620.0;2940;2000;;;
2020-11-11;SRI;2x sendvič (s.s.k) + musli;920.0;2x komada svinjetine + pire;650.0;3x sendvič (p.s.k) + sok od naranče + p. mix;1490.0;3060;2000;;;
2020-11-12;ČET;2x sendvič (s.s.k);620.0;B.meso na grillu + riža;570.0;2x sendvič (b.m.s.k) + pecivo (pašteta);950.0;2140;2000;;;
2020-11-13;PET;2x peciva (pašteta) + 1x sendvič (b.m.s.k);900.0;1x komad bureka sa sirom + jogurt;820.0;2x sendvič (p.s.k) 2x sendvič (p.s.k);1450.0;3170;2000;;;
2020-11-14;SUB;2x sendvič (k.s.k. čili sir);740.0;2x hamburgera;1270.0;Štapići + 2x sendvič (k.s.k.č.s) + 2x send.;1780.0;3790;2000;;;
2020-11-15;NED;2x sendvič (k.s.k. čili sir);740.0;Zabatci + krumpiri (paprificirani);780.0;2x sendvič (s.m.s) + 2x sendvič (s.m.s);1600.0;3120;2000;;;
2020-11-16;PON;2x topli sendvič + 2x kifllice;1200.0;2x sendvič (b.m.s.k.s);1040.0;2x sendvič (s.s.s) + 1s kiflica;900.0;3140;2000;;;
2020-11-17;UTO;2x sendvič (s.s.k) + 2x šnite kurha (pašteta);895.0;1x kobasica + grašak + 3 šnite kruha;750.0;6x forneta + 2x topla sendviča ;1200.0;2845;2000;;;
